"adm2_name","adm2_name1","adm2_name2","adm2_name3","adm2_pcode","adm1_name","adm1_name1","adm1_name2","adm1_name3","adm1_pcode","adm0_name","adm0_name1","adm0_name2","adm0_name3","adm0_pcode","valid_on","valid_to","area_sqkm","version","lang","lang1","lang2","lang3","adm2_ref_n","center_lat","center_lon","mean_intensity","mean_pga"
"Tepeyanco",,,,"MX29029","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,16.45108926,"v02","es",,,,"Tepeyanco",19.24691783,-98.22539646,3.48393478443048,0.723010429001863
"Tepezalá",,,,"MX01009","Aguascalientes",,,,"MX01","México",,,,"MX",2021-06-18,,232.06404113,"v02","es",,,,"Tepezala",22.24351634,-102.19272122,,
"Tepic",,,,"MX18017","Nayarit",,,,"MX18","México",,,,"MX",2021-06-18,,1635.24513011,"v02","es",,,,"Tepic",21.62404425,-104.84118032,,
"Tepotzotlán",,,,"MX15095","México",,,,"MX15","México",,,,"MX",2021-06-18,,207.12092702,"v02","es",,,,"Tepotzotlan",19.71855051,-99.30704162,3.43328612555456,0.650350962752268
"Tepoztlán",,,,"MX17020","Morelos",,,,"MX17","México",,,,"MX",2021-06-18,,242.36863519,"v02","es",,,,"Tepoztlan",18.99155194,-99.10256031,3.76044223613747,1.28895772347894
"Tequila",,,,"MX14094","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,1692.99219616,"v02","es",,,,"Tequila",21.11582028,-103.81013712,,
"Tequila",,,,"MX30168","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,100.00082159,"v02","es",,,,"Tequila",18.7494839,-96.99789465,3.30440153423783,0.527307528005328
"Tequisquiapan",,,,"MX22017","Querétaro de Arteaga",,,,"MX22","México",,,,"MX",2021-06-18,,369.61805619,"v02","es",,,,"Tequisquiapan",20.54221588,-99.94789877,,
"Tequixquiac",,,,"MX15096","México",,,,"MX15","México",,,,"MX",2021-06-18,,122.47793798,"v02","es",,,,"Tequixquiac",19.89352094,-99.16711648,3.3193631169074,0.540462108967363
"Terrenate",,,,"MX29030","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,154.66631948,"v02","es",,,,"Terrenate",19.48018308,-97.91527711,3.25814210590324,0.49661572841881
"Tetecala",,,,"MX17021","Morelos",,,,"MX17","México",,,,"MX",2021-06-18,,67.70244692,"v02","es",,,,"Tetecala",18.6878224,-99.41560906,3.94230478189297,1.92400116873245
"Tetela de Ocampo",,,,"MX21172","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,328.58247873,"v02","es",,,,"Tetela de Ocampo",19.81154942,-97.78712419,3.03428783293451,0.357063334416224
"Tetela del Volcán",,,,"MX17022","Morelos",,,,"MX17","México",,,,"MX",2021-06-18,,98.4772715,"v02","es",,,,"Tetela del Volcan",18.91834557,-98.72015221,3.79443467594776,1.33018103082651
"Teteles de Avila Castillo",,,,"MX21173","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,9.77644394,"v02","es",,,,"Teteles de Avila Castillo",19.85173767,-97.445721,3.05687530352296,0.366048923360732
"Tetepango",,,,"MX13065","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,44.93408572,"v02","es",,,,"Tetepango",20.10930767,-99.1584656,3.20511428638021,0.45597343658834
"Tetipac",,,,"MX12060","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,217.80215223,"v02","es",,,,"Tetipac",18.65880632,-99.70039968,3.98012459767564,2.09636282988716
"Tetiz",,,,"MX31087","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,336.86230376,"v02","es",,,,"Tetiz",20.95627943,-90.05193433,,
"Tetla de la Solidaridad",,,,"MX29031","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,169.81367003,"v02","es",,,,"Tetla de la Solidaridad",19.49517871,-98.08913034,3.32708460750012,0.549362411313423
"Tetlatlahuca",,,,"MX29032","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,26.13935706,"v02","es",,,,"Tetlatlahuca",19.23258556,-98.28723145,3.46939370602945,0.718252214528966
"Teuchitlán",,,,"MX14095","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,219.09611984,"v02","es",,,,"Teuchitlan",20.68060573,-103.8327868,,
"Teúl de González Ortega",,,,"MX32047","Zacatecas",,,,"MX32","México",,,,"MX",2021-06-18,,679.47218374,"v02","es",,,,"Teul de Gonzalez Ortega",21.35033714,-103.40502588,,
"Texcaltitlán",,,,"MX15097","México",,,,"MX15","México",,,,"MX",2021-06-18,,149.21874863,"v02","es",,,,"Texcaltitlan",18.94105982,-99.94037164,3.82192836889849,1.47266871743507
"Texcalyacac",,,,"MX15098","México",,,,"MX15","México",,,,"MX",2021-06-18,,24.73029069,"v02","es",,,,"Texcalyacac",19.12317144,-99.51056121,3.7266277621857,1.19748560718456
"Texcatepec",,,,"MX30170","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,195.24926827,"v02","es",,,,"Texcatepec",20.62218576,-98.30074437,,
"Texcoco",,,,"MX15099","México",,,,"MX15","México",,,,"MX",2021-06-18,,428.06518622,"v02","es",,,,"Texcoco",19.47559074,-98.85539649,3.49552508579568,0.738525053418869
"Texhuacán",,,,"MX30171","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,42.67317409,"v02","es",,,,"Texhuacan",18.61603614,-97.03065281,3.28914957846309,0.515361431670951
"Texistepec",,,,"MX30172","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,445.2833557,"v02","es",,,,"Texistepec",17.77746789,-94.80123555,,
"Teya",,,,"MX31088","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,77.86398469,"v02","es",,,,"Teya",21.05709052,-89.07859849,,
"Teziutlán",,,,"MX21174","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,92.52422769,"v02","es",,,,"Teziutlan",19.87399267,-97.37156292,3.02589664173518,0.349707245036675
"Tezonapa",,,,"MX30173","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,522.50870327,"v02","es",,,,"Tezonapa",18.55873096,-96.78234117,3.20078390870522,0.452196422971339
"Tezontepec de Aldama",,,,"MX13067","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,163.35080675,"v02","es",,,,"Tezontepec de Aldama",20.17395573,-99.28868973,3.20871084252873,0.458383237831884
"Tezoyuca",,,,"MX15100","México",,,,"MX15","México",,,,"MX",2021-06-18,,16.50340553,"v02","es",,,,"Tezoyuca",19.59431805,-98.92640967,3.45523674807724,0.679713258525823
"Tianguismanalco",,,,"MX21175","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,133.25094754,"v02","es",,,,"Tianguismanalco",19.00006734,-98.49776416,3.61515363380355,0.969059258666531
"Tianguistenco",,,,"MX15101","México",,,,"MX15","México",,,,"MX",2021-06-18,,131.77858012,"v02","es",,,,"Tianguistenco",19.16224284,-99.46169966,3.70617181552637,1.14719991234039
"Tianguistengo",,,,"MX13068","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,255.45572667,"v02","es",,,,"Tianguistengo",20.78136807,-98.519657,,
"Ticul",,,,"MX31089","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,339.92061296,"v02","es",,,,"Ticul",20.36438227,-89.5543069,,
"Tierra Blanca",,,,"MX11040","Guanajuato",,,,"MX11","México",,,,"MX",2021-06-18,,409.37333477,"v02","es",,,,"Tierra Blanca",21.0387183,-100.13511222,,
"Tierra Blanca",,,,"MX30174","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,1511.40228594,"v02","es",,,,"Tierra Blanca",18.52724746,-96.22105247,3.04347280873517,0.358746414855312
"Tierra Nueva",,,,"MX24043","San Luis Potosí",,,,"MX24","México",,,,"MX",2021-06-18,,478.64870516,"v02","es",,,,"Tierra Nueva",21.6451516,-100.52842387,,
"Tihuatlán",,,,"MX30175","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,718.39651488,"v02","es",,,,"Tihuatlan",20.67540462,-97.49383485,,
"Tijuana",,,,"MX02004","Baja California",,,,"MX02","México",,,,"MX",2021-06-18,,1235.29341209,"v02","es",,,,"Tijuana",32.3780102,-116.79562691,,
"Tila",,,,"MX07096","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,801.25848103,"v02","es",,,,"Tila",17.37045739,-92.49589942,,
"Tilapa",,,,"MX21176","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,83.63052982,"v02","es",,,,"Tilapa",18.61940992,-98.54994781,3.71052520005291,1.25408035055023
"Timilpan",,,,"MX15102","México",,,,"MX15","México",,,,"MX",2021-06-18,,166.741822,"v02","es",,,,"Timilpan",19.92238079,-99.68839252,3.35564452204515,0.570857392639558
"Timucuy",,,,"MX31090","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,134.57313778,"v02","es",,,,"Timucuy",20.7413752,-89.57341981,,
"Tingambato",,,,"MX16090","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,189.75513891,"v02","es",,,,"Tingambato",19.50638659,-101.85337001,3.14144293685886,0.414988084189652
"Tingüindín",,,,"MX16091","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,172.76205146,"v02","es",,,,"Tinguindin",19.80614441,-102.53548601,2.79349244908141,0.247690516049937
"Tinum",,,,"MX31091","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,470.52033502,"v02","es",,,,"Tinum",20.7412144,-88.44373734,,
"Tiquicheo de Nicolás Romero",,,,"MX16092","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,1493.02924923,"v02","es",,,,"Tiquicheo de Nicolas Romero",19.07107741,-100.81713766,3.64421089486215,1.01795961425642
"Tixcacalcupul",,,,"MX31092","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,502.37496529,"v02","es",,,,"Tixcacalcupul",20.41284773,-88.32228064,,
"Tixkokob",,,,"MX31093","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,172.26742911,"v02","es",,,,"Tixkokob",20.97561829,-89.3488739,,
"Tixmehuac",,,,"MX31094","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,230.20511422,"v02","es",,,,"Tixmehuac",20.24832797,-89.0849604,,
"Tixpéhual",,,,"MX31095","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,70.89702503,"v02","es",,,,"Tixpehual",20.96092244,-89.43935309,,
"Tixtla de Guerrero",,,,"MX12061","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,388.63269524,"v02","es",,,,"Tixtla de Guerrero",17.60918505,-99.36843827,5.35816072465643,9.09031544309125
"Tizapán el Alto",,,,"MX14096","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,193.88083655,"v02","es",,,,"Tizapan el Alto",20.10729139,-103.09838173,2.48382091182376,0.156160838575648
"Tizayuca",,,,"MX13069","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,76.80896777,"v02","es",,,,"Tizayuca",19.85257932,-98.95927026,3.32628169115644,0.545965176252074
"Tizimín",,,,"MX31096","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,3882.70302119,"v02","es",,,,"Tizimin",21.24859724,-87.87283577,,
"Tlachichilco",,,,"MX30180","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,225.74568424,"v02","es",,,,"Tlachichilco",20.61712534,-98.17306593,,
"Tlachichuca",,,,"MX21179","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,421.27638355,"v02","es",,,,"Tlachichuca",19.1486197,-97.33738579,3.25457325785886,0.496072465568421
"Tlacoachistlahuaca",,,,"MX12062","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,802.78270326,"v02","es",,,,"Tlacoachistlahuaca",16.97491006,-98.27106904,4.15089594094096,3.16426120893453
"Tlacoapa",,,,"MX12063","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,279.97013965,"v02","es",,,,"Tlacoapa",17.20938264,-98.79761475,4.77095206600947,5.86230611009338
"Tlacojalpan",,,,"MX30176","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,99.6544704,"v02","es",,,,"Tlacojalpan",18.19277721,-95.92946448,,
"Tlacolula de Matamoros",,,,"MX20551","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,135.70665988,"v02","es",,,,"Tlacolula de Matamoros",16.93146237,-96.46110749,3.37661641529143,0.594120117454008
"Tlacolulan",,,,"MX30177","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,133.45783995,"v02","es",,,,"Tlacolulan",19.70193216,-97.01578633,2.8806852179508,0.284034993064657
"Tlacotalpan",,,,"MX30178","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,561.55010495,"v02","es",,,,"Tlacotalpan",18.52029672,-95.62259471,,
"Tlacotepec de Benito Juárez",,,,"MX21177","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,396.13456509,"v02","es",,,,"Tlacotepec de Benito Juarez",18.63437626,-97.637373,3.45379971402625,0.716667602204978
"Tlacotepec de Mejía",,,,"MX30179","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,65.31145904,"v02","es",,,,"Tlacotepec de Mejia",19.18281346,-96.78282041,2.93273910839756,0.308621653084775
"Tlacotepec Plumas",,,,"MX20552","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,55.86901357,"v02","es",,,,"Tlacotepec Plumas",17.87202402,-97.47039243,3.6787721706135,1.08014107989828
"Tlacuilotepec",,,,"MX21178","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,173.31689557,"v02","es",,,,"Tlacuilotepec",20.38059026,-97.97546465,,
"Tláhuac",,,,"MX09011","Distrito Federal",,,,"MX09","México",,,,"MX",2021-06-18,,85.8415734,"v02","es",,,,"Tlahuac",19.2695043,-99.00409687,3.60827726130184,0.932402685325002
"Tlahualilo",,,,"MX10036","Durango",,,,"MX10","México",,,,"MX",2021-06-18,,4741.54987074,"v02","es",,,,"Tlahualilo",26.30839304,-103.60373281,,
"Tlahuapan",,,,"MX21180","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,313.85482111,"v02","es",,,,"Tlahuapan",19.3511508,-98.5894706,3.56921219982021,0.830652394557666
"Tlahuelilpan",,,,"MX13070","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,28.18403288,"v02","es",,,,"Tlahuelilpan",20.13434147,-99.20780187,3.19986289698391,0.452390941431965
"Tlahuiltepa",,,,"MX13071","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,531.59848684,"v02","es",,,,"Tlahuiltepa",20.83279911,-98.9625029,,
"Tlajomulco de Zúñiga",,,,"MX14097","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,713.97906014,"v02","es",,,,"Tlajomulco de Zuniga",20.48775863,-103.39886633,,
"Tlalchapa",,,,"MX12064","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,472.03770465,"v02","es",,,,"Tlalchapa",18.46120624,-100.44192393,4.01354816991288,2.27282893345953
"Tlalixcoyan",,,,"MX30181","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,917.89843714,"v02","es",,,,"Tlalixcoyan",18.77316855,-96.20588652,2.92814926500215,0.304899345407847
"Tlalixtac de Cabrera",,,,"MX20553","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,81.52545199,"v02","es",,,,"Tlalixtac de Cabrera",17.07729141,-96.63636364,3.41360534858273,0.626594707435388
"Tlalixtaquilla de Maldonado",,,,"MX12065","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,117.45072093,"v02","es",,,,"Tlalixtaquilla de Maldonado",17.56815841,-98.3782522,4.1995837901267,3.42712539397108
"Tlalmanalco",,,,"MX15103","México",,,,"MX15","México",,,,"MX",2021-06-18,,160.17308648,"v02","es",,,,"Tlalmanalco",19.20660751,-98.73231914,3.60700696257012,0.924690848279915
"Tlalnelhuayocan",,,,"MX30182","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,36.70344149,"v02","es",,,,"Tlalnelhuayocan",19.54236515,-96.99223201,2.98489186885819,0.328750784551821
"Tlalnepantla",,,,"MX17023","Morelos",,,,"MX17","México",,,,"MX",2021-06-18,,107.8636059,"v02","es",,,,"Tlalnepantla",19.02978384,-98.98581966,3.71598211368726,1.17078431712584
"Tlalnepantla de Baz",,,,"MX15104","México",,,,"MX15","México",,,,"MX",2021-06-18,,80.35054568,"v02","es",,,,"Tlalnepantla de Baz",19.54647521,-99.1899142,3.50586652745598,0.753975227224694
"Tlalpan",,,,"MX09012","Distrito Federal",,,,"MX09","México",,,,"MX",2021-06-18,,314.50298897,"v02","es",,,,"Tlalpan",19.20087709,-99.21701245,3.66979648216646,1.06286269378609
"Tlalpujahua",,,,"MX16093","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,197.20332681,"v02","es",,,,"Tlalpujahua",19.78378478,-100.21511133,3.39998045641564,0.61178583424667
"Tlaltenango",,,,"MX21181","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,21.48435326,"v02","es",,,,"Tlaltenango",19.16254937,-98.33978085,3.47804944460207,0.747096432272991
"Tlaltenango de Sánchez Román",,,,"MX32048","Zacatecas",,,,"MX32","México",,,,"MX",2021-06-18,,745.96168764,"v02","es",,,,"Tlaltenango de Sanchez Roman",21.77463226,-103.24467387,,
"Tlaltetela",,,,"MX30024","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,277.80301132,"v02","es",,,,"Tlaltetela",19.2837185,-96.93302039,2.95457178259286,0.316636098584301
"Tlaltizapán de Zapata",,,,"MX17024","Morelos",,,,"MX17","México",,,,"MX",2021-06-18,,238.46330833,"v02","es",,,,"Tlaltizapan de Zapata",18.70452272,-99.14191734,3.89559411825471,1.73392028473848
"Tlanalapa",,,,"MX13072","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,82.92693817,"v02","es",,,,"Tlanalapa",19.82854831,-98.61253782,3.26956796533503,0.502005585026097
"Tlanchinol",,,,"MX13073","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,392.11130672,"v02","es",,,,"Tlanchinol",21.04469191,-98.63478545,,
"Tlanepantla",,,,"MX21182","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,14.92416671,"v02","es",,,,"Tlanepantla",18.85725787,-97.88507151,3.6019777296065,0.891811434242809
"Tlaola",,,,"MX21183","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,142.96860455,"v02","es",,,,"Tlaola",20.16343549,-97.91349078,2.94547737121505,0.310962677553267
"Tlapa de Comonfort",,,,"MX12066","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,609.02986218,"v02","es",,,,"Tlapa de Comonfort",17.52712918,-98.58553758,4.2487742325777,3.77398155985679
"Tlapacoya",,,,"MX21184","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,63.32961968,"v02","es",,,,"Tlapacoya",20.13690759,-97.82528805,2.856451834724,0.274869348473826
"Tlapacoyan",,,,"MX30183","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,167.9709783,"v02","es",,,,"Tlapacoyan",20.02210875,-97.15669326,2.85458037919429,0.272020165168686
"Tlapanalá",,,,"MX21185","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,83.78141343,"v02","es",,,,"Tlapanala",18.69505504,-98.53870511,3.78011159625906,1.36304952941297
"Tlapehuala",,,,"MX12067","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,284.69558021,"v02","es",,,,"Tlapehuala",18.27719649,-100.44324593,4.08096913964962,2.65011944194352
"Tlaquilpa",,,,"MX30184","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,56.40062201,"v02","es",,,,"Tlaquilpa",18.61280011,-97.10432529,3.31962715813151,0.539889970891515
"Tlaquiltenango",,,,"MX17025","Morelos",,,,"MX17","México",,,,"MX",2021-06-18,,543.92435569,"v02","es",,,,"Tlaquiltenango",18.49892249,-99.1015285,4.0235877493864,2.26695371179428
"Tlatlauquitepec",,,,"MX21186","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,294.12222668,"v02","es",,,,"Tlatlauquitepec",19.83887695,-97.50573123,3.03161307514946,0.354623242877758
"Tlatlaya",,,,"MX15105","México",,,,"MX15","México",,,,"MX",2021-06-18,,788.58933617,"v02","es",,,,"Tlatlaya",18.52194597,-100.24034525,3.99025258182837,2.15162344130007
"Tlaxcala",,,,"MX29033","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,52.13018227,"v02","es",,,,"Tlaxcala",19.3180464,-98.23671669,3.41551204729525,0.647230873587417
"Tlaxco",,,,"MX21187","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,54.78632638,"v02","es",,,,"Tlaxco",20.40251555,-98.04589462,,
"Tlaxco",,,,"MX29034","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,575.47907905,"v02","es",,,,"Tlaxco",19.61988675,-98.17125314,3.22989955619782,0.477478462193041
"Tlaxcoapan",,,,"MX13074","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,42.31431877,"v02","es",,,,"Tlaxcoapan",20.09610441,-99.23349077,3.21412785694154,0.462119744025063
"Tlayacapan",,,,"MX17026","Morelos",,,,"MX17","México",,,,"MX",2021-06-18,,57.27119607,"v02","es",,,,"Tlayacapan",18.94354371,-98.97125989,3.7528990894145,1.26717067405945
"Tlazazalca",,,,"MX16094","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,203.76351887,"v02","es",,,,"Tlazazalca",20.01497899,-102.04839831,2.85204963124732,0.270019527810563
"Tlilapan",,,,"MX30185","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,11.21259251,"v02","es",,,,"Tlilapan",18.79329509,-97.10372992,3.24439082289992,0.488736271041335
"Tocatlán",,,,"MX29035","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,14.25217008,"v02","es",,,,"Tocatlan",19.39059074,-98.01817759,3.241263163979,0.482425992838006
"Tochimilco",,,,"MX21188","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,218.95766738,"v02","es",,,,"Tochimilco",18.92690409,-98.61788416,3.71329240343025,1.16180160665812
"Tochtepec",,,,"MX21189","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,101.86270589,"v02","es",,,,"Tochtepec",18.81934503,-97.82310984,3.4609815075872,0.724050440874397
"Tocumbo",,,,"MX16095","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,506.04105671,"v02","es",,,,"Tocumbo",19.67755688,-102.55709005,2.81195937542054,0.254476290039184
"Tolcayuca",,,,"MX13075","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,117.11146797,"v02","es",,,,"Tolcayuca",19.9644588,-98.93959809,3.26185944674471,0.496361211305202
"Tolimán",,,,"MX14099","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,512.63120702,"v02","es",,,,"Toliman",19.54455887,-103.97344556,,
"Tolimán",,,,"MX22018","Querétaro de Arteaga",,,,"MX22","México",,,,"MX",2021-06-18,,680.66564676,"v02","es",,,,"Toliman",20.9122501,-99.98088968,,
"Toluca",,,,"MX15106","México",,,,"MX15","México",,,,"MX",2021-06-18,,428.07967113,"v02","es",,,,"Toluca",19.28427766,-99.65263416,3.64923746933238,1.0207259101216
"Tomatlán",,,,"MX14100","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,3014.79554019,"v02","es",,,,"Tomatlan",19.93757109,-105.15095317,,
"Tomatlán",,,,"MX30186","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,18.77711944,"v02","es",,,,"Tomatlan",19.01861772,-96.9904093,3.03643099988153,0.355538755097202
"Tonalá",,,,"MX07097","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,1626.85193374,"v02","es",,,,"Tonala",15.98351446,-93.69889572,,
"Tonalá",,,,"MX14101","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,166.26248204,"v02","es",,,,"Tonala",20.61976264,-103.22269712,,
"Tonanitla",,,,"MX15125","México",,,,"MX15","México",,,,"MX",2021-06-18,,9.04265701,"v02","es",,,,"Tonanitla",19.6798724,-99.05621535,3.43224096935984,0.648704386569651
"Tonatico",,,,"MX15107","México",,,,"MX15","México",,,,"MX",2021-06-18,,90.15097952,"v02","es",,,,"Tonatico",18.77684955,-99.62771079,3.90919450853249,1.7858212558333
"Tonaya",,,,"MX14102","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,293.57357687,"v02","es",,,,"Tonaya",19.86681278,-103.9182009,,
"Tonayán",,,,"MX30187","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,50.23874382,"v02","es",,,,"Tonayan",19.72045048,-96.93756749,2.83189037077662,0.264479887481666
"Tonila",,,,"MX14103","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,145.8715101,"v02","es",,,,"Tonila",19.42940934,-103.53003759,,
"Topia",,,,"MX10037","Durango",,,,"MX10","México",,,,"MX",2021-06-18,,1627.64555591,"v02","es",,,,"Topia",25.25088611,-106.55343807,,
"Torreón",,,,"MX05035","Coahuila de Zaragoza",,,,"MX05","México",,,,"MX",2021-06-18,,1282.73234291,"v02","es",,,,"Torreon",25.05725549,-103.18007317,,
"Totatiche",,,,"MX14104","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,587.03406622,"v02","es",,,,"Totatiche",21.96502335,-103.44336891,,
"Totolac",,,,"MX29036","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,13.81097857,"v02","es",,,,"Totolac",19.33774355,-98.24511499,3.3976629263006,0.627409285993643
"Totolapa",,,,"MX07098","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,168.52864112,"v02","es",,,,"Totolapa",16.51150473,-92.66592539,,
"Totolapan",,,,"MX17027","Morelos",,,,"MX17","México",,,,"MX",2021-06-18,,59.97631702,"v02","es",,,,"Totolapan",18.99638407,-98.93154807,3.72163325415569,1.18482913315399
"Totoltepec de Guerrero",,,,"MX21190","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,155.41400747,"v02","es",,,,"Totoltepec de Guerrero",18.28333767,-97.8523549,3.73660685196878,1.2149076974766
"Totontepec Villa de Morelos",,,,"MX20554","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,266.71762726,"v02","es",,,,"Totontepec Villa de Morelos",17.23594773,-96.0358605,,
"Tototlán",,,,"MX14105","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,336.55190165,"v02","es",,,,"Tototlan",20.53742568,-102.74941695,,
"Totutla",,,,"MX30188","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,97.91987345,"v02","es",,,,"Totutla",19.23232325,-96.93980517,3.0215153368433,0.349520715076745
"Trancoso",,,,"MX32057","Zacatecas",,,,"MX32","México",,,,"MX",2021-06-18,,220.80553969,"v02","es",,,,"Trancoso",22.75681669,-102.32171323,,
"Tres Valles",,,,"MX30207","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,545.86969599,"v02","es",,,,"Tres Valles",18.29245387,-96.16638911,,
"Trincheras",,,,"MX26064","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,3010.44387469,"v02","es",,,,"Trincheras",30.28650268,-111.65299366,,
